filepath,class,disk_yellow_ratio,disk_brown_ratio,disk_green_ratio,disk_dark_ratio,disk_dark_green_ratio,center_brown,center_yellow,center_green,border_yellow,ratio_brown_center_vs_yellow_border,edge_tight_mean,edge_loose_mean,edge_tight_std,log_laplacian_var,sat_mean,sat_std,sat_p25,sat_p75,val_mean,val_std,val_p25,val_p75,sat_x_val_mean,gray_mean,gray_std,gray_p10,gray_p90,v_mean,v_std,vhist_b0,vhist_b1,vhist_b2,vhist_b3,vhist_b4,vhist_b5,vhist_b6,vhist_b7
.\Stage1_Young_Bud\Young_Bud_108.jpg,Stage1_Young_Bud,0.105377197265625,0.009918212890625,0.9062347412109375,0.0539703369140625,0.1010894775390625,0.0029796232218377546,0.05209534794309881,0.9712610534409842,0.1163933831531597,0.025599372934662683,36.39244079589844,62.49320983886719,89.19452144538435,5.606567960275036,0.5725039839744568,0.17739389836788177,0.43529412150382996,0.7098039388656616,0.5749221444129944,0.15232595801353455,0.4745098054409027,0.6823529601097107,0.31746238470077515,129.0941162109375,37.017826080322266,80.0,177.0,146.6051483154297,38.843116760253906,8.58306884765625e-05,0.0006699562072753906,0.002521514892578125,0.006029605865478516,0.009628772735595703,0.00860595703125,0.0032672882080078125,0.0004410743713378906
.\Stage1_Young_Bud\Young_Bud_109.jpg,Stage1_Young_Bud,0.0382843017578125,0.0003204345703125,0.97021484375,0.0527801513671875,0.110809326171875,9.611687812379854e-05,0.04286812764321415,0.9960592079969243,0.037419284625988536,0.002568576885089885,37.765960693359375,64.22859191894531,90.57622309256594,5.850023097081919,0.63887619972229,0.19175206124782562,0.48235294222831726,0.8313725590705872,0.5774834752082825,0.153145894408226,0.48235294222831726,0.6784313917160034,0.3547912836074829,127.33717346191406,37.126277923583984,80.0,176.0,147.25828552246094,39.05220031738281,5.53131103515625e-05,0.0007104873657226562,0.002262592315673828,0.005866527557373047,0.010489940643310547,0.0079803466796875,0.003142833709716797,0.0007419586181640625
.\Stage1_Young_Bud\Young_Bud_11.jpg,Stage1_Young_Bud,0.1736907958984375,0.003509521484375,0.632843017578125,0.00634765625,0.0212249755859375,0.002306805074971165,0.10207612456747404,0.7689350249903883,0.2102952913008779,0.010969309352539851,25.94512939453125,46.05766296386719,77.08993615451047,4.8239077695593275,0.34777510166168213,0.17019692063331604,0.21568627655506134,0.4627451002597809,0.6645748615264893,0.15628525614738464,0.5568627715110779,0.7490196228027344,0.21612122654914856,156.44412231445312,39.42007064819336,108.0,215.0,169.46658325195312,39.85274124145508,0.0,5.53131103515625e-05,0.0006380081176757812,0.0036764144897460938,0.008567333221435547,0.010503768920898438,0.004230499267578125,0.003578662872314453
.\Stage1_Young_Bud\Young_Bud_110.jpg,Stage1_Young_Bud,0.123626708984375,0.0855712890625,0.523468017578125,0.14239501953125,0.15057373046875,0.031718569780853516,0.1118800461361015,0.7814302191464821,0.17722919538561996,0.17896820410224004,47.991485595703125,62.81227111816406,99.67269504343562,5.682654042653084,0.32497483491897583,0.2049380987882614,0.16862745583057404,0.4431372582912445,0.5422617793083191,0.20262578129768372,0.38823530077934265,0.7019608020782471,0.16454850137233734,128.21510314941406,49.94847106933594,63.0,197.0,138.27674865722656,51.66957092285156,0.0002789497375488281,0.002002716064453125,0.00487518310546875,0.006694793701171875,0.006305694580078125,0.005343914031982422,0.004122257232666016,0.0016264915466308594
.\Stage1_Young_Bud\Young_Bud_111.jpg,Stage1_Young_Bud,0.0997772216796875,0.0027008056640625,0.9228668212890625,0.0291900634765625,0.0589599609375,0.0,0.07795078815840062,0.9686658977316417,0.10476674163825002,0.0,35.96832275390625,62.816162109375,88.75923648002457,5.689051258354478,0.5820605158805847,0.1892353594303131,0.4274509847164154,0.7411764860153198,0.6387072801589966,0.15135033428668976,0.5490196347236633,0.7411764860153198,0.3587411046028137,144.2006378173828,37.28664779663086,95.0,191.0,162.87034606933594,38.59433364868164,1.8596649169921875e-05,0.0003972053527832031,0.0013079643249511719,0.0038428306579589844,0.007460594177246094,0.01119852066040039,0.005625724792480469,0.0013985633850097656
.\Stage1_Young_Bud\Young_Bud_112.jpg,Stage1_Young_Bud,0.1019744873046875,0.003326416015625,0.9242401123046875,0.056549072265625,0.118682861328125,9.611687812379854e-05,0.0729527104959631,0.9779892349096502,0.10795908002611913,0.0008903001748474498,36.551971435546875,62.0379638671875,89.35718270088543,5.691993655341641,0.6933602094650269,0.21727973222732544,0.5137255191802979,0.8980392217636108,0.5645095109939575,0.15013067424297333,0.47058823704719543,0.6627451181411743,0.3750416040420532,124.46241760253906,36.77503967285156,76.0,172.0,143.94992065429688,38.283321380615234,8.7738037109375e-05,0.0007495880126953125,0.0026569366455078125,0.006047248840332031,0.01093912124633789,0.007607936859130859,0.0026760101318359375,0.00048542022705078125
.\Stage1_Young_Bud\Young_Bud_113.jpg,Stage1_Young_Bud,0.1295318603515625,0.09515380859375,0.73248291015625,0.117279052734375,0.1682891845703125,0.001057285659361784,0.1116878123798539,0.9473279507881583,0.17989552347094245,0.005877187835331129,39.06944274902344,54.294891357421875,91.8492599005662,5.181501587098903,0.5132625699043274,0.2590109705924988,0.25882354378700256,0.7490196228027344,0.5404937267303467,0.1879822164773941,0.3921568691730499,0.686274528503418,0.2580471634864807,123.80502319335938,46.75699234008789,64.0,188.0,137.82589721679688,47.935462951660156,0.00019311904907226562,0.0014424324035644531,0.005290031433105469,0.0065517425537109375,0.006905555725097656,0.006017208099365234,0.0037817955017089844,0.001068115234375
.\Stage1_Young_Bud\Young_Bud_114.jpg,Stage1_Young_Bud,0.1189422607421875,0.0426788330078125,0.491363525390625,0.1138916015625,0.1312103271484375,0.11524413687043444,0.304882737408689,0.3951364859669358,0.11564971341507654,0.9964844441280455,28.52874755859375,41.95655822753906,80.37998003346006,5.222234689671496,0.3135069012641907,0.1687699407339096,0.18431372940540314,0.4000000059604645,0.6048159599304199,0.20541101694107056,0.4627451002597809,0.7647058963775635,0.17271804809570312,138.98184204101562,50.02045822143555,65.0,199.0,154.2280731201172,52.37981033325195,0.0001583099365234375,0.0018825531005859375,0.0031952857971191406,0.003875732421875,0.005997180938720703,0.007659435272216797,0.0061473846435546875,0.002334117889404297
.\Stage1_Young_Bud\Young_Bud_115.jpg,Stage1_Young_Bud,0.1100006103515625,0.0712738037109375,0.7623291015625,0.1116485595703125,0.161895751953125,0.0025951557093425604,0.14225297962322184,0.9400230680507498,0.1339331060001451,0.01937636190545632,37.96440124511719,55.87852478027344,90.77238872919797,5.192091252849568,0.46295875310897827,0.23593664169311523,0.26274511218070984,0.6392157077789307,0.5532422661781311,0.19039291143417358,0.4000000059604645,0.7098039388656616,0.2373751997947693,127.70565795898438,47.27958679199219,65.0,191.0,141.07676696777344,48.55018997192383,0.00015401840209960938,0.0015025138854980469,0.004638671875,0.006549835205078125,0.0062694549560546875,0.006552219390869141,0.004540920257568359,0.0010423660278320312
.\Stage1_Young_Bud\Young_Bud_116.jpg,Stage1_Young_Bud,0.136077880859375,0.0748291015625,0.73126220703125,0.1296844482421875,0.18133544921875,0.012399077277970011,0.12966166858900424,0.9162821991541714,0.17205978379162737,0.07206219223658658,37.07725524902344,56.753997802734375,89.88869356987975,5.256661485692249,0.44718804955482483,0.22956547141075134,0.2549019753932953,0.615686297416687,0.544600248336792,0.19614598155021667,0.38823530077934265,0.7098039388656616,0.2228415608406067,126.21583557128906,48.92657470703125,62.0,192.0,138.873046875,50.01721954345703,0.00016689300537109375,0.0018773078918457031,0.0050563812255859375,0.0064945220947265625,0.005883216857910156,0.006069660186767578,0.004659175872802734,0.0010428428649902344
.\Stage1_Young_Bud\Young_Bud_117.jpg,Stage1_Young_Bud,0.1331787109375,0.0709686279296875,0.7175750732421875,0.095245361328125,0.1435089111328125,0.06055363321799308,0.12101114955786237,0.8513071895424836,0.1846114779075673,0.3280040109115017,40.404052734375,56.971893310546875,93.11576649474281,5.421976172363127,0.46092846989631653,0.23621170222759247,0.24705882370471954,0.6392157077789307,0.5603606104850769,0.1860988885164261,0.41960784792900085,0.7137255072593689,0.23741817474365234,129.4783172607422,46.888267517089844,68.0,192.0,142.89195251464844,47.45521545410156,0.0001678466796875,0.0010361671447753906,0.004403114318847656,0.00685882568359375,0.006746768951416016,0.006182670593261719,0.004721641540527344,0.001132965087890625
.\Stage1_Young_Bud\Young_Bud_118.jpg,Stage1_Young_Bud,0.19854736328125,0.044189453125,0.772186279296875,0.130157470703125,0.1670989990234375,0.018646674356016916,0.1248558246828143,0.9100346020761245,0.23220634114488864,0.08030182966688419,17.69622802734375,28.198013305664062,64.80263621625983,4.827247211092467,0.4434478282928467,0.1524837762117386,0.33725491166114807,0.529411792755127,0.5417191386222839,0.19403420388698578,0.38823530077934265,0.6901960968971252,0.22840410470962524,125.03404235839844,47.27338409423828,65.0,193.0,138.1383819580078,49.478721618652344,7.82012939453125e-05,0.0017385482788085938,0.005152225494384766,0.006954193115234375,0.006486415863037109,0.005353450775146484,0.004144191741943359,0.0013427734375
.\Stage1_Young_Bud\Young_Bud_119.jpg,Stage1_Young_Bud,0.1047515869140625,0.07806396484375,0.5596771240234375,0.149017333984375,0.15789794921875,0.01114955786236063,0.12274125336409074,0.8450595924644367,0.14285714285714285,0.07804635871201343,42.95265197753906,59.05357360839844,95.43582106509521,5.508292608807417,0.336692214012146,0.21702371537685394,0.16862745583057404,0.4745098054409027,0.5420550107955933,0.20017699897289276,0.3843137323856354,0.7019608020782471,0.16633009910583496,128.0432586669922,49.9471435546875,62.0,196.0,138.22402954101562,51.045135498046875,0.00021219253540039062,0.001979827880859375,0.005167961120605469,0.006224155426025391,0.006352901458740234,0.005691051483154297,0.0043354034423828125,0.0012865066528320312
.\Stage1_Young_Bud\Young_Bud_12.jpg,Stage1_Young_Bud,0.072418212890625,0.0034027099609375,0.96832275390625,0.050689697265625,0.10400390625,0.0,0.12937331795463283,0.9609765474817378,0.06259522600304723,0.0,37.423553466796875,62.53211975097656,90.23571233137686,5.622205633239679,0.641228199005127,0.19218158721923828,0.4745098054409027,0.8313725590705872,0.6194427013397217,0.1688811182975769,0.5176470875740051,0.729411780834198,0.3828917145729065,138.42413330078125,40.80384063720703,82.0,191.0,157.95787048339844,43.0646858215332,4.100799560546875e-05,0.0006322860717773438,0.00235748291015625,0.004031181335449219,0.007483482360839844,0.010168075561523438,0.0047740936279296875,0.00176239013671875
.\Stage1_Young_Bud\Young_Bud_120.jpg,Stage1_Young_Bud,0.04339599609375,0.00653076171875,0.94476318359375,0.07464599609375,0.1121978759765625,0.0,0.006151480199923107,0.9961553248750481,0.053961401726764856,0.0,29.875030517578125,52.785186767578125,82.00984900337396,5.434013323960379,0.5221527814865112,0.18923431634902954,0.3607843220233917,0.6627451181411743,0.5866602659225464,0.1661001592874527,0.47843137383461,0.7058823704719543,0.2940712571144104,132.37649536132812,40.09725570678711,77.0,181.0,149.59835815429688,42.35553741455078,9.870529174804688e-05,0.0010461807250976562,0.0026297569274902344,0.0051441192626953125,0.007688999176025391,0.01013803482055664,0.003826618194580078,0.0006775856018066406
.\Stage1_Young_Bud\Young_Bud_121.jpg,Stage1_Young_Bud,0.1674652099609375,0.0669708251953125,0.691558837890625,0.10400390625,0.1536712646484375,0.03633217993079585,0.12812379853902345,0.8844675124951942,0.2306464485235435,0.15752257466263372,41.35734558105469,58.64501953125,93.9983674840056,5.408699904965433,0.4411733150482178,0.23623476922512054,0.24705882370471954,0.6078431606292725,0.5628873705863953,0.19525590538978577,0.40784314274787903,0.729411780834198,0.2270805835723877,130.88966369628906,48.96845245361328,67.0,196.0,143.53628540039062,49.79025650024414,0.0001621246337890625,0.00135040283203125,0.004572391510009766,0.0065059661865234375,0.006186485290527344,0.005827903747558594,0.005196094512939453,0.0014486312866210938
.\Stage1_Young_Bud\Young_Bud_122.jpg,Stage1_Young_Bud,0.1154327392578125,0.06060791015625,0.705169677734375,0.0622711181640625,0.1204681396484375,0.054498269896193774,0.10832372164552095,0.858323721645521,0.13084959733004425,0.41649232795424596,36.598663330078125,54.29100036621094,89.40468103864315,5.236880129191432,0.3510904908180237,0.1711202710866928,0.19607843458652496,0.48235294222831726,0.5644485950469971,0.1681624799966812,0.43529412150382996,0.7019608020782471,0.18643349409103394,133.34225463867188,42.39119338989258,78.0,190.0,143.93438720703125,42.881431579589844,6.198883056640625e-05,0.0006012916564941406,0.00377655029296875,0.007354259490966797,0.007583141326904297,0.006827831268310547,0.0044078826904296875,0.000637054443359375
.\Stage1_Young_Bud\Young_Bud_123.jpg,Stage1_Young_Bud,0.1328277587890625,0.0694427490234375,0.5945281982421875,0.1419525146484375,0.1686248779296875,0.014801999231064974,0.11245674740484429,0.8627450980392157,0.2019879561779003,0.07328123037592323,39.369049072265625,56.51275634765625,92.1367759831723,5.4698213684718455,0.3692656457424164,0.22619906067848206,0.1921568661928177,0.5254902243614197,0.5451860427856445,0.2009495496749878,0.3843137323856354,0.7058823704719543,0.1810152232646942,128.47979736328125,50.48191452026367,63.0,198.0,139.02244567871094,51.24213409423828,0.00016307830810546875,0.001804351806640625,0.005462169647216797,0.006212711334228516,0.006153106689453125,0.005360126495361328,0.004791736602783203,0.0013027191162109375
.\Stage1_Young_Bud\Young_Bud_124.jpg,Stage1_Young_Bud,0.13482666015625,0.023834228515625,0.8411865234375,0.0824432373046875,0.1164093017578125,0.004709727028066129,0.019223375624759707,0.9783737024221453,0.1649495755641007,0.028552352799981005,28.851699829101562,52.64122009277344,80.77600431682865,5.283465021064016,0.4426327645778656,0.16281083226203918,0.3176470696926117,0.5568627715110779,0.5717047452926636,0.17011158168315887,0.45490196347236633,0.6980392336845398,0.24387675523757935,131.04315185546875,41.207481384277344,75.0,184.0,145.78469848632812,43.37845230102539,8.153915405273438e-05,0.0011186599731445312,0.0033102035522460938,0.005557537078857422,0.008353710174560547,0.008154869079589844,0.004049777984619141,0.0006237030029296875
.\Stage1_Young_Bud\Young_Bud_125.jpg,Stage1_Young_Bud,0.1580047607421875,0.068328857421875,0.587371826171875,0.1370697021484375,0.1611480712890625,0.023836985774702037,0.13465974625144175,0.8480392156862745,0.23817383733584852,0.10008188119843107,37.97996520996094,54.606170654296875,90.78773800018479,5.45182092362836,0.38080739974975586,0.22880148887634277,0.20000000298023224,0.5372549295425415,0.5517885684967041,0.20174752175807953,0.3960784375667572,0.7176470756530762,0.18814928829669952,130.0283203125,50.662559509277344,63.0,200.0,140.70606994628906,51.445613861083984,0.00016355514526367188,0.0017023086547851562,0.005002021789550781,0.006535530090332031,0.006161212921142578,0.005244731903076172,0.004941463470458984,0.001499176025390625
.\Stage1_Young_Bud\Young_Bud_126.jpg,Stage1_Young_Bud,0.2389984130859375,0.0708770751953125,0.650665283203125,0.111846923828125,0.138275146484375,0.12677816224529026,0.21607074202229912,0.7724913494809689,0.2966335340637017,0.4273884112834445,16.04644775390625,24.863433837890625,61.922174475120386,4.938331200476355,0.37247034907341003,0.1702776402235031,0.24705882370471954,0.4588235318660736,0.5577888488769531,0.19616957008838654,0.40784314274787903,0.7098039388656616,0.19626951217651367,130.6588134765625,48.27298355102539,69.0,200.0,142.23614501953125,50.02323913574219,8.106231689453125e-05,0.0015239715576171875,0.004536151885986328,0.006880283355712891,0.006504058837890625,0.005680561065673828,0.004162311553955078,0.0018815994262695312
.\Stage1_Young_Bud\Young_Bud_127.jpg,Stage1_Young_Bud,0.1007080078125,0.047119140625,0.76287841796875,0.0640869140625,0.109130859375,0.022587466359092655,0.09313725490196079,0.9296424452133795,0.12965247043459335,0.17421412850254106,41.38069152832031,62.66441345214844,94.01975701074578,5.40851776065522,0.40175509452819824,0.19102182984352112,0.24313725531101227,0.5333333611488342,0.5798486471176147,0.1713894009590149,0.4588235318660736,0.7137255072593689,0.21901336312294006,135.2162322998047,42.93040466308594,78.0,191.0,147.86138916015625,43.70429611206055,0.00010395050048828125,0.0006303787231445312,0.003353595733642578,0.0062427520751953125,0.007945537567138672,0.007294178009033203,0.004754066467285156,0.0009255409240722656
.\Stage1_Young_Bud\Young_Bud_128.jpg,Stage1_Young_Bud,0.105377197265625,0.0098419189453125,0.9062042236328125,0.053741455078125,0.10076904296875,0.0028835063437139563,0.05199923106497501,0.9712610534409842,0.1164115214394544,0.024769726727495153,36.443023681640625,62.357025146484375,89.24615993844071,5.60735904094371,0.5725229978561401,0.17737314105033875,0.43529412150382996,0.7098039388656616,0.5751162767410278,0.15228451788425446,0.4745098054409027,0.6823529601097107,0.3175406754016876,129.13804626464844,37.017730712890625,80.0,177.0,146.65464782714844,38.832550048828125,8.58306884765625e-05,0.0006618499755859375,0.0025238990783691406,0.006011486053466797,0.009663105010986328,0.008580207824707031,0.0032825469970703125,0.0004410743713378906
.\Stage1_Young_Bud\Young_Bud_129.jpg,Stage1_Young_Bud,0.1329803466796875,0.078094482421875,0.5748291015625,0.1539306640625,0.158935546875,0.036428296808919645,0.118319876970396,0.8150711264898116,0.2071029529130088,0.17589377844574922,43.96820068359375,59.58274841308594,96.32594927102267,5.58149681642867,0.3617665767669678,0.22160975635051727,0.1882352977991104,0.501960813999176,0.5438337326049805,0.20461875200271606,0.3843137323856354,0.7058823704719543,0.17768970131874084,128.17564392089844,51.000465393066406,60.0,199.0,138.67759704589844,52.17778015136719,0.00018644332885742188,0.0021820068359375,0.004993915557861328,0.006375789642333984,0.0062255859375,0.005292415618896484,0.004279136657714844,0.0017147064208984375
.\Stage1_Young_Bud\Young_Bud_13.jpg,Stage1_Young_Bud,0.1858978271484375,0.0573883056640625,0.7219085693359375,0.104156494140625,0.1359710693359375,0.06632064590542099,0.17973856209150327,0.7988273740868896,0.20559747515054777,0.32257362734260675,46.76582336425781,60.00297546386719,98.68253504520838,5.807120337072141,0.5855223536491394,0.2760297656059265,0.3333333432674408,0.8549019694328308,0.6209015250205994,0.234480082988739,0.4431372582912445,0.8196078538894653,0.3295173645019531,139.3987274169922,58.85987854003906,63.0,225.0,158.3298797607422,59.792423248291016,0.0002598762512207031,0.0014667510986328125,0.003571033477783203,0.005170345306396484,0.005609035491943359,0.004890918731689453,0.004521369934082031,0.005760669708251953
.\Stage1_Young_Bud\Young_Bud_130.jpg,Stage1_Young_Bud,0.158294677734375,0.056396484375,0.7191009521484375,0.1510772705078125,0.2197265625,0.002306805074971165,0.11264898116109189,0.8898500576701269,0.1974352463179279,0.01168379726616439,38.54026794433594,51.37275695800781,91.33682758112664,5.252113073078822,0.47180554270744324,0.2492748498916626,0.2549019753932953,0.6784313917160034,0.5335872173309326,0.203384667634964,0.3686274588108063,0.6980392336845398,0.22935862839221954,123.88026428222656,50.850074768066406,60.0,196.0,136.0647430419922,51.86309051513672,0.00021028518676757812,0.0020694732666015625,0.005955219268798828,0.006317138671875,0.0055294036865234375,0.005474567413330078,0.00446319580078125,0.0012307167053222656
.\Stage1_Young_Bud\Young_Bud_131.jpg,Stage1_Young_Bud,0.0487823486328125,0.0011749267578125,0.9595794677734375,0.0543365478515625,0.1197357177734375,0.00720876585928489,0.04238754325259515,0.9770280661284122,0.05040629761300152,0.1430103616073546,34.89051818847656,59.493255615234375,87.63409084711903,5.6325810618742835,0.6064178943634033,0.18321196734905243,0.46666666865348816,0.7647058963775635,0.5747025609016418,0.15360911190509796,0.47058823704719543,0.686274528503418,0.33596789836883545,127.9794921875,37.329795837402344,79.0,176.0,146.5491485595703,39.17032241821289,4.76837158203125e-05,0.0006680488586425781,0.0026197433471679688,0.006325721740722656,0.009133338928222656,0.008750438690185547,0.0031862258911132812,0.000518798828125
.\Stage1_Young_Bud\Young_Bud_132.jpg,Stage1_Young_Bud,0.1118316650390625,0.0684051513671875,0.7416229248046875,0.0823211669921875,0.123565673828125,0.012302960399846213,0.10678585159554017,0.9154171472510573,0.15889138794166727,0.0774295141461584,37.937164306640625,56.60224914550781,90.74551483442205,5.285077527718792,0.44449761509895325,0.23347632586956024,0.24705882370471954,0.6117647290229797,0.566616415977478,0.18121293187141418,0.4313725531101227,0.7137255072593689,0.23460066318511963,131.20681762695312,45.42502212524414,72.0,191.0,144.4871826171875,46.20929718017578,0.00015878677368164062,0.0010638236999511719,0.003582477569580078,0.007078647613525391,0.007021427154541016,0.006659507751464844,0.004605293273925781,0.0010800361633300781
